age,workclass,fnlwgt,education,marital-status,occupation,capital-gain,capital-loss,hours-per-week,race
35,4,14203,11,4,1,0,0,40,5
74,0,17447,7,6,0,0,0,20,4
48,6,18802,15,0,6,0,0,40,4
48,4,858,11,0,14,0,0,44,4
47,2,9706,7,2,1,0,0,35,4
29,4,18748,15,2,3,0,0,40,4
49,4,13329,7,0,4,0,0,40,4
39,7,4137,7,2,13,0,0,40,5
70,5,14980,15,2,4,0,0,20,4
37,4,7845,11,2,3,0,0,52,4
47,4,3039,11,0,8,0,0,40,4
19,4,10125,6,4,3,0,0,60,4
46,4,2194,15,0,14,55,0,55,4
17,4,8657,2,4,12,0,0,10,4
43,5,15920,15,2,4,0,0,70,4
50,4,6720,9,2,4,0,49,50,4
23,4,16162,15,4,6,0,0,40,4
33,4,16194,15,5,8,0,0,38,4
43,4,19854,9,2,10,110,0,50,4
24,4,15772,9,4,10,0,0,39,4
21,4,18507,11,4,8,0,0,19,4
50,6,3909,4,4,13,0,0,15,4
37,6,21105,9,2,10,0,0,40,4
27,1,11631,11,5,4,0,0,40,4
18,4,12944,2,4,1,0,0,35,4
57,4,2365,11,2,12,0,0,40,4
22,4,21303,15,2,13,0,0,40,4
60,6,9419,9,0,10,0,0,30,4
47,4,19782,3,3,5,0,0,12,1
53,4,14836,2,3,6,0,0,56,4
39,4,10139,15,2,10,0,0,50,4
53,4,11085,11,2,3,60,0,34,5
35,4,6372,11,2,14,0,0,45,5
29,4,10046,11,4,8,0,0,30,4
39,4,11249,11,2,4,0,0,40,4
35,4,9358,1,4,3,92,0,40,4
62,8,8641,15,2,1,0,0,16,4
22,4,2429,7,4,12,0,0,25,4
43,6,15985,9,4,12,0,0,42,4
61,4,6807,1,6,1,0,0,45,5
37,4,19393,15,2,3,0,0,40,2
27,2,6911,11,2,4,0,0,80,4
38,4,10650,11,2,11,0,0,40,4
41,4,10191,15,4,3,0,0,40,4
36,4,7456,11,2,3,0,0,48,5
27,4,14062,12,4,4,0,0,40,2
35,4,19180,15,2,8,0,0,40,3
34,4,1410,9,5,4,0,0,35,4
56,6,10063,12,2,10,0,0,60,4
20,4,7012,15,4,10,0,0,10,4
45,4,9501,11,0,12,0,0,55,4
21,4,11542,11,5,8,0,0,40,4
32,4,13544,11,4,8,0,0,40,4
43,4,19713,8,2,12,0,0,40,4
37,6,20239,14,2,10,119,0,50,4
49,5,18120,11,5,8,0,0,45,4
37,6,5763,11,0,4,0,0,55,4
25,4,15516,11,2,7,0,0,50,5
28,4,21052,9,0,8,0,0,48,4
30,2,3877,8,0,11,0,0,40,4
25,0,13191,7,4,0,0,0,45,4
37,4,14882,15,2,3,0,0,40,5
38,6,9828,15,0,8,0,0,40,4
54,4,42,0,0,8,0,0,40,4
46,4,8226,15,0,12,0,0,40,4
27,4,19539,7,2,14,0,0,45,5
61,2,782,5,2,1,45,0,40,4
22,4,5430,9,4,12,0,0,8,5
37,4,20754,11,2,7,93,0,40,5
44,5,7019,15,2,4,0,0,50,4
43,6,15082,9,4,12,0,0,45,4
38,4,10291,15,2,10,0,0,40,5
47,4,3663,9,2,10,0,0,40,5
30,4,5042,12,2,10,0,0,30,4
28,4,6732,11,4,14,0,0,40,5
49,2,12265,12,2,10,0,49,40,4
37,4,15182,15,2,6,0,0,40,5
40,4,12256,8,4,7,0,0,40,4
63,4,4917,15,2,10,0,0,16,4
22,4,20916,15,4,8,0,0,30,4
60,4,8353,11,6,8,0,0,40,4
48,4,6501,11,4,8,0,0,30,5
21,4,7291,11,4,4,0,0,40,5
41,4,8240,11,2,6,0,0,40,4
24,4,18110,8,4,1,0,0,40,1
37,4,2889,9,2,4,110,0,40,2
29,4,2947,6,4,7,0,0,40,4
34,4,19051,9,2,4,0,0,50,4
18,0,9811,11,4,0,0,0,20,4
46,6,17575,9,0,8,0,0,60,4
41,4,19042,15,2,3,0,0,40,4
54,1,20799,15,2,10,0,0,40,4
36,2,18892,9,4,10,0,0,35,4
27,2,14826,8,4,1,0,0,43,2
51,4,6632,15,2,4,0,0,40,4
42,4,11303,11,2,4,0,0,40,4
46,6,5817,11,2,4,0,0,50,2
21,4,18792,15,4,8,0,0,18,5
24,4,9844,12,4,13,0,0,50,4
44,6,12256,14,2,10,0,0,50,5
29,4,18740,11,2,3,0,0,60,2
31,4,14553,11,4,1,0,0,35,2
24,0,5122,6,4,0,0,0,40,4
21,4,1618,11,4,3,0,0,40,4
33,4,8575,15,2,1,0,0,40,5
26,2,16429,11,2,3,0,0,40,5
54,6,15335,9,2,4,0,0,40,2
33,4,18169,1,2,6,0,0,40,5
40,4,2683,15,0,12,0,0,40,5
44,4,4612,0,5,7,0,0,40,4
26,4,17840,15,4,12,0,0,45,2
41,4,10372,11,0,7,0,0,40,5
75,6,13709,14,2,10,0,0,35,4
35,2,8711,12,2,10,0,0,45,5
55,4,20633,9,2,3,0,0,40,4
35,7,3179,9,2,10,0,0,40,5
62,4,3174,15,2,1,0,0,60,4
26,4,14948,15,4,10,0,27,40,4
28,4,11111,11,4,8,0,0,30,4
21,4,19838,15,4,1,27,0,40,4
25,4,1725,15,2,3,0,0,40,4
40,4,4203,15,2,6,0,0,40,4
51,4,16202,15,2,1,0,0,40,4
31,4,16141,15,4,4,0,0,45,4
67,4,14615,11,0,12,0,0,20,5
57,4,19106,9,2,7,0,0,40,4
59,4,8549,15,2,4,0,0,60,4
48,6,12563,10,2,10,119,0,60,5
47,4,7192,10,2,10,0,0,60,4
31,4,21103,0,5,8,0,0,40,5
24,4,15639,11,2,3,0,0,38,4
55,4,8529,11,6,1,0,0,40,4
34,4,19800,11,2,14,79,0,40,4
39,4,832,7,2,7,0,0,40,4
42,5,5589,9,2,4,0,0,60,4
30,4,20626,9,4,10,0,0,50,4
26,4,5363,11,4,5,0,0,40,5
18,4,1126,11,4,12,0,27,20,4
18,4,13963,11,4,12,0,0,19,5
63,1,5970,11,6,6,0,0,40,4
17,4,889,0,4,8,0,0,18,5
54,0,12590,11,0,0,0,0,45,4
30,2,8632,9,2,11,0,0,45,4
64,4,19100,9,2,4,110,0,40,4
20,0,20398,11,4,0,0,0,43,4
28,7,922,9,4,10,0,0,16,4
23,4,21006,6,4,7,0,0,40,4
43,4,6071,11,5,1,0,0,40,4
37,4,369,7,0,1,0,0,40,5
43,4,5590,11,2,8,0,0,40,5
35,2,5360,12,2,10,0,48,40,4
37,5,12860,15,2,4,0,0,50,4
68,4,10103,11,2,8,0,0,40,5
32,4,4592,15,2,3,52,0,40,5
41,4,6000,15,2,4,0,0,40,4
24,4,6538,15,3,12,0,0,30,4
74,0,617,0,2,0,19,0,30,4
55,4,4827,9,2,12,0,0,40,4
48,4,6277,11,2,8,0,0,40,4
59,4,12610,11,2,11,0,0,24,4
27,4,11762,15,4,13,0,0,40,5
52,5,6729,11,2,4,0,0,40,4
54,6,281,9,0,5,116,0,50,4
23,4,10085,15,4,12,0,0,30,2
32,4,8104,11,2,3,0,0,40,5
57,4,2531,11,2,8,0,0,30,4
36,4,1647,11,2,14,0,0,40,5
26,4,9145,11,0,3,0,0,40,4
26,0,10358,1,4,0,0,0,65,4
17,4,8650,1,4,8,0,0,22,4
42,4,15017,11,0,8,0,0,52,2
27,0,7665,12,4,0,0,0,40,4
55,4,14955,11,6,8,0,0,30,4
52,4,6915,1,2,7,0,0,40,4
34,7,5415,9,2,1,0,0,20,4
44,5,18845,14,2,10,0,0,50,4
26,4,7313,15,0,1,0,0,40,5
43,5,7156,9,2,12,0,0,45,4
51,2,3177,11,4,8,0,0,40,4
39,4,972,15,2,7,0,0,60,5
19,4,4402,11,4,6,0,0,70,4
21,4,13717,15,4,14,0,0,10,4
50,4,4997,9,2,12,0,0,40,2
49,5,6086,12,2,4,0,0,50,4
27,4,11509,9,2,4,0,0,50,5
63,7,4726,11,0,1,0,0,38,4
26,4,12208,11,2,3,0,0,40,4
22,4,2883,6,4,6,0,0,40,4
42,4,2234,15,0,4,0,0,45,4
26,4,19071,11,4,12,0,0,35,5
39,4,4493,11,4,3,0,0,40,5
21,7,2914,15,4,4,0,0,38,5
43,6,10250,11,2,8,0,0,16,4
44,5,7751,11,0,8,0,0,33,5
32,4,6852,11,2,12,0,0,40,4
53,4,17362,2,2,13,0,0,45,5
60,4,20354,7,2,1,0,0,40,4
25,4,13624,15,4,4,0,0,40,5
19,4,16928,11,4,6,0,0,20,4
50,4,12791,15,2,14,0,0,70,4
50,4,3394,15,2,13,0,0,45,4
48,4,1774,11,2,3,0,0,40,4
36,7,7346,9,0,10,0,0,40,5
50,4,13997,0,2,3,0,0,40,4
53,2,18028,3,2,8,0,0,32,4
31,4,12773,15,2,1,0,0,40,5
22,4,15883,15,4,1,0,0,40,4
43,4,255,9,5,4,0,0,60,4
45,4,12136,9,2,3,93,0,55,4
26,4,14207,1,4,7,88,0,48,4
35,4,4943,12,2,1,0,0,40,4
51,4,16924,11,2,8,0,0,40,5
36,5,15993,14,2,10,0,0,80,4
54,4,15274,9,0,10,0,0,36,5
31,7,10111,15,2,11,0,0,50,5
61,4,15295,15,2,1,96,0,40,4
22,4,20953,11,2,7,0,0,40,2
51,5,11033,11,2,4,0,0,70,4
27,4,9007,11,4,3,0,0,35,4
28,4,21015,15,4,12,0,0,40,5
52,2,15280,15,2,10,0,0,40,5
35,4,6286,11,2,4,0,0,45,5
48,4,15441,15,6,1,0,0,43,4
30,4,4866,15,2,4,0,0,40,5
34,7,1489,11,4,8,0,0,20,5
49,6,7429,15,2,12,0,0,25,5
51,4,20109,15,2,3,0,0,60,4
49,4,9570,11,2,8,0,0,40,4
51,4,7007,11,2,3,0,0,40,4
31,4,15422,15,2,1,0,0,40,4
19,4,20699,15,4,8,0,0,20,4
40,4,2877,9,4,1,0,0,40,4
40,5,1892,11,2,4,0,0,60,4
38,4,1093,15,0,4,0,0,42,4
29,4,11779,9,4,10,102,0,50,5
39,4,11444,11,2,3,0,0,38,5
70,4,10489,11,6,9,0,0,8,5
42,7,5426,10,0,10,99,0,60,4
31,4,8581,15,2,3,0,0,25,5
31,4,8341,0,0,8,0,0,40,4
30,4,11176,11,4,1,0,0,40,5
25,4,2363,9,4,1,0,0,40,4
38,4,15993,15,2,12,0,0,55,4
42,4,16870,9,0,10,0,6,50,2
54,4,3779,9,2,4,0,0,40,4
50,4,12214,3,3,3,0,0,40,4
20,4,2778,11,4,7,0,0,40,4
42,4,6858,9,2,4,0,0,40,4
25,4,2254,11,4,3,0,0,35,4
56,4,17558,9,2,7,0,0,40,4
19,4,7229,1,4,6,0,0,30,5
59,7,7061,12,2,4,0,0,50,4
68,4,9642,9,2,4,0,0,40,4
54,4,15128,15,2,1,0,0,40,4
18,4,10315,11,4,6,0,0,26,5
22,4,16294,11,4,12,0,0,40,5
20,0,8889,11,4,0,0,0,40,4
54,4,10570,11,2,4,0,46,40,5
57,4,564,15,4,11,0,0,40,4
28,4,13371,0,4,3,0,0,40,4
32,4,8245,11,2,3,0,0,55,5
29,4,19356,11,0,7,0,0,40,5
33,4,3435,5,0,6,0,0,40,4
53,4,18620,15,2,14,0,48,45,4
52,6,1134,15,2,12,0,0,45,4
51,4,2895,11,2,3,0,0,50,4
37,5,433,9,2,12,0,78,50,4
39,6,12920,9,2,8,0,0,60,4
24,4,21269,15,2,1,0,0,40,5
59,7,6569,0,2,5,0,0,40,4
23,4,11171,0,4,14,0,0,30,4
77,5,373,11,2,8,0,0,35,5
49,4,1549,15,0,1,0,0,32,4
44,6,8413,8,2,10,110,0,50,5
32,6,1837,9,2,12,0,0,45,4
46,4,14377,4,2,7,0,0,40,4
31,4,7915,15,2,14,0,0,34,5
34,4,21543,11,2,12,0,0,60,4
38,4,6388,9,4,8,0,0,40,4
49,5,13933,10,2,10,110,0,50,5
41,2,4982,12,0,10,94,0,36,4
24,4,7789,15,4,8,0,0,30,4
44,4,17337,9,2,4,0,0,45,5
37,4,19203,3,2,5,0,0,85,4
47,4,20269,15,4,12,0,0,70,4
53,7,4382,11,2,8,0,0,28,4
53,4,12955,7,2,12,0,0,80,4
36,6,16747,8,2,5,0,0,99,4
62,4,11291,9,2,10,0,0,50,4
54,6,461,5,2,5,0,0,60,4
35,4,995,11,0,8,0,0,21,5
57,4,6806,6,2,3,0,0,40,4
60,1,6348,15,2,13,0,0,40,4
23,4,11508,15,5,8,0,0,40,5
30,4,5269,5,4,7,0,0,42,4
28,5,911,9,4,12,0,0,50,4
29,4,9909,9,2,13,0,0,40,5
48,4,5729,15,2,8,0,0,40,4
56,4,3409,15,2,4,0,0,50,4
41,4,14286,11,5,6,0,0,40,4
65,0,914,5,2,0,0,0,20,4
53,4,9998,12,0,10,0,47,38,2
70,0,19545,4,2,0,0,0,20,2
17,0,6180,6,4,0,0,0,40,2
36,4,21476,6,0,12,0,0,40,4
25,4,18073,9,4,13,0,0,40,5
50,4,6568,11,2,14,0,0,40,4
25,4,16094,9,4,8,0,0,37,4
40,4,16689,8,2,6,0,0,40,4
19,4,2036,11,4,6,0,0,52,4
21,4,19157,0,4,3,0,0,40,5
35,4,18329,11,2,7,0,0,40,5
37,4,9890,15,0,14,0,40,70,5
70,0,21058,15,2,0,0,0,10,4
41,4,2220,9,0,10,0,0,40,4
32,4,181,15,5,10,0,68,40,5
40,4,14334,11,5,1,0,0,40,5
41,6,9696,5,4,8,0,0,30,5
67,0,11185,1,2,0,0,4,3,1
42,4,4890,8,2,4,0,0,40,5
38,5,19137,11,2,4,0,0,50,5
41,4,20485,9,6,4,0,0,20,4
21,4,15162,15,4,12,0,0,20,1
48,4,12220,0,2,7,0,0,40,5
43,4,2165,11,2,3,0,0,40,4
27,4,18794,6,4,6,0,0,10,5
25,4,15661,11,4,7,0,25,40,4
68,0,987,3,0,0,0,0,20,4
46,4,7808,5,3,14,0,0,45,4
40,4,14589,11,2,5,119,0,75,5
49,4,480,11,0,1,0,0,35,2
49,4,7785,11,5,6,0,0,40,5
48,4,15120,9,2,12,0,0,60,4
39,5,6151,15,2,10,0,0,25,4
72,4,6498,15,6,1,0,0,6,5
60,4,13503,11,5,8,0,0,25,4
30,0,7983,8,0,0,0,0,40,4
60,4,1588,5,0,8,0,0,40,4
33,4,18836,1,4,12,0,0,17,4
54,6,5870,11,2,3,110,0,52,4
70,4,17766,9,2,4,0,0,20,4
32,4,11221,0,5,3,0,0,40,4
32,4,2134,11,4,8,0,0,40,4
20,4,94,15,4,10,0,0,40,5
62,4,5011,5,0,3,0,0,40,4
68,4,10091,11,4,8,0,0,15,5
23,4,1683,6,5,8,0,0,40,4
21,4,19275,15,4,12,0,0,35,5
43,4,9947,9,2,12,0,0,40,5
36,4,21879,11,2,3,0,0,25,5
48,4,4125,15,5,1,0,0,44,4
30,4,7131,11,2,3,0,57,40,5
33,5,7027,11,2,4,0,0,84,4
31,4,4809,9,2,4,0,52,55,4
21,4,21887,11,4,3,0,0,32,4
24,4,3628,9,4,1,0,0,40,4
40,4,2349,9,2,5,0,0,40,4
20,4,12354,15,4,3,0,0,40,4
58,4,2193,0,2,14,0,0,40,4
30,7,5580,12,0,10,0,0,50,5
25,0,10584,1,4,0,0,0,40,4
38,4,10143,9,2,1,0,0,50,5
28,4,19974,3,4,9,0,0,40,4
23,4,15521,7,4,7,0,0,40,5
22,4,1148,15,4,8,0,0,25,4
45,4,14718,15,0,6,0,0,30,4
54,4,11366,11,2,3,0,0,40,5
56,0,11603,11,2,0,0,0,40,4
30,4,10428,11,4,12,0,0,25,4
60,0,10005,11,2,0,0,0,40,4
43,4,10372,11,2,14,0,0,60,5
31,6,10220,11,2,3,0,0,60,4
19,6,16045,15,4,8,0,0,24,5
37,4,4169,9,2,4,0,46,40,4
58,6,2857,11,2,5,0,0,60,4
55,7,174,8,6,4,0,0,38,4
42,4,21400,15,2,3,0,0,48,5
38,4,9181,15,2,4,0,0,50,4
40,0,10724,9,4,0,0,0,40,1
25,4,19828,11,2,8,0,0,50,4
66,1,1385,0,2,3,61,0,40,2
67,4,14030,11,2,8,0,0,10,5
26,4,13451,15,2,12,0,0,45,2
58,4,5490,11,6,12,0,0,35,2
44,4,8338,15,2,13,0,0,44,4
52,4,6593,11,0,1,0,0,38,2
48,7,15982,12,2,4,0,0,55,5
41,4,21329,4,2,5,56,0,40,4
34,4,2083,11,5,8,0,0,40,2
24,4,13948,15,2,12,0,0,40,4
64,7,11386,9,2,10,81,0,40,5
33,4,10449,11,2,12,0,0,40,4
35,4,9503,15,3,3,0,0,40,4
44,4,20357,9,2,4,0,0,40,5
48,4,9445,11,2,14,0,0,40,5
46,4,4458,9,5,12,119,0,55,5
25,2,3929,9,4,1,0,0,40,5
43,2,4491,9,5,10,0,0,40,4
26,4,10106,9,4,12,0,0,40,4
57,0,6915,11,2,0,0,0,5,4
39,4,3814,9,4,10,0,0,40,4
42,4,1741,9,4,12,102,0,50,4
29,6,4666,15,2,3,0,0,35,4
36,4,19167,9,0,4,0,40,40,4
34,2,21261,7,2,8,0,0,80,5
30,1,1187,9,4,10,0,0,40,5
42,4,20659,12,2,10,0,0,50,4
27,4,9542,15,2,7,0,0,50,5
29,4,13921,1,5,3,0,0,40,5
28,4,13302,0,2,3,0,0,50,1
49,4,8193,1,0,7,0,0,35,4
25,4,16325,8,4,1,0,0,40,4
48,4,9918,10,2,10,0,0,45,4
42,4,8308,11,2,6,0,0,40,4
30,4,15683,6,2,8,0,0,32,4
53,4,3664,9,4,8,0,0,40,4
19,4,20306,11,4,9,0,0,45,4
33,4,21858,7,3,7,0,0,40,4
27,4,20391,11,4,7,0,0,45,4
57,4,19532,15,2,10,0,0,40,5
30,4,10166,11,4,8,0,0,40,5
43,6,19769,5,2,5,72,0,40,4
41,4,14003,15,4,1,0,0,40,4
37,4,18648,7,0,4,0,0,48,4
18,0,14364,2,4,0,0,0,25,4
37,4,5143,7,4,4,0,0,50,5
44,7,196,10,0,10,0,9,40,5
58,2,3772,11,2,4,0,0,50,4
60,1,20963,11,0,4,102,0,40,4
50,4,14438,11,6,7,0,0,40,4
26,4,19676,9,4,1,0,0,40,4
48,5,12162,11,2,4,96,0,40,4
23,2,16417,9,4,10,3,0,40,5
18,0,16497,11,4,0,0,0,30,4
36,4,14229,11,0,8,0,0,40,5
27,0,6622,9,3,0,0,0,50,4
52,4,10699,9,2,12,0,0,40,4
37,4,18124,15,4,8,0,0,30,4
70,6,7384,15,2,4,0,70,40,4
62,8,9610,7,2,5,0,0,50,4
35,4,19678,7,4,1,0,0,35,4
19,4,15074,1,4,12,0,0,25,4
34,4,20666,9,2,4,0,0,40,4
43,4,12973,11,2,14,0,0,70,4
30,4,9836,11,0,3,0,0,30,4
27,4,4756,9,4,13,0,0,40,5
20,4,753,11,2,3,63,0,35,4
37,7,4598,7,0,10,0,0,38,4
76,6,21085,5,2,5,0,0,28,5
33,4,5891,9,2,4,0,0,55,4
24,4,11396,11,4,4,0,0,50,4
45,4,6169,11,0,3,0,0,40,5
44,4,20356,3,4,7,0,0,40,4
25,4,513,8,5,8,0,0,34,5
40,4,8106,15,2,12,0,0,50,4
19,4,5795,11,4,8,0,0,40,4
31,7,12392,12,2,10,0,0,35,4
38,4,21478,11,4,12,0,0,33,4
34,7,14347,9,2,10,0,0,45,4
21,4,18976,15,4,3,0,0,25,5
28,4,17083,12,4,1,0,0,50,5
48,4,5872,8,2,13,0,0,40,4
41,7,658,9,2,10,0,0,50,5
41,2,19567,15,2,4,0,0,40,4
37,2,6251,15,0,1,0,0,40,4
58,2,647,15,6,1,0,0,25,5
72,5,9837,14,2,10,119,0,50,4
46,1,14596,9,2,4,0,0,40,4
34,4,8536,15,2,10,0,0,45,5
20,4,17996,11,4,12,0,0,60,5
30,4,2141,11,2,12,0,0,40,4
68,0,4173,11,6,0,0,0,32,1
23,4,17468,5,2,5,0,0,20,5
39,4,13737,11,2,7,0,0,40,4
31,7,7961,12,4,1,0,0,25,4
51,4,5910,7,0,13,0,0,30,4
25,4,19521,7,4,1,0,0,38,5
22,0,749,15,5,0,0,0,25,1
53,4,12376,4,2,3,0,0,45,2
25,4,14866,1,2,3,0,0,40,5
60,2,9188,12,2,4,0,0,50,4
43,5,11641,12,2,4,79,0,45,4
35,4,20212,9,4,1,0,0,55,5
21,4,125,15,4,8,0,0,40,5
19,4,9853,15,4,12,0,0,30,4
42,4,15470,4,2,3,52,0,40,5
26,4,1428,9,4,10,0,0,40,4
25,7,8119,15,2,11,0,0,40,4
31,0,19847,0,2,0,0,0,40,4
28,6,2374,9,4,10,0,0,60,0
24,4,2379,15,4,14,0,0,40,5
43,4,6018,11,2,8,0,0,60,4
51,4,14599,7,0,10,0,0,40,4
57,4,10982,9,2,4,72,0,40,4
26,4,16930,15,5,12,0,0,30,4
18,4,17674,1,2,8,0,0,35,5
49,4,9182,11,2,8,0,0,40,5
43,6,791,11,3,3,0,0,40,4
45,4,2590,8,6,1,0,0,40,4
32,2,3930,9,2,10,0,0,35,4
21,4,13380,7,4,1,0,0,8,4
27,4,13921,5,4,5,0,0,50,4
48,4,8273,15,4,3,0,0,40,4
48,6,7042,15,0,3,0,0,40,4
40,4,13300,1,2,6,0,0,40,5
31,7,19984,2,2,13,0,0,40,4
30,4,8164,9,2,4,0,52,60,5
66,4,64,5,0,8,0,0,40,5
42,4,14943,9,2,4,0,0,40,5
25,4,2170,3,4,8,0,0,40,5
35,4,15952,12,2,12,0,0,40,1
26,4,6560,11,4,1,0,0,40,5
27,4,14514,11,2,4,0,0,40,4
28,6,14498,15,4,14,0,42,40,4
49,2,17549,9,2,10,0,0,60,4
20,4,14705,1,4,3,0,0,40,5
56,4,2396,2,2,10,0,0,40,4
53,6,7506,3,2,4,96,0,67,4
25,1,1816,11,4,6,0,0,40,4
29,0,5002,15,2,0,0,0,40,4
37,6,14985,7,3,5,0,0,50,5
45,5,10703,14,2,4,96,0,40,4
36,4,21094,5,0,12,0,0,35,5
23,4,2163,11,4,1,0,0,30,4
39,4,20208,11,4,14,0,0,40,5
42,4,11317,15,2,7,0,0,60,4
68,4,11997,12,4,10,54,0,40,4
29,4,17903,9,4,4,0,0,40,4
34,4,19698,11,2,10,0,0,60,4
40,2,2558,15,4,4,0,0,40,2
29,4,725,11,4,8,0,0,38,4
36,4,4333,9,2,10,0,0,55,4
55,4,10288,11,6,1,0,0,40,4
44,4,20356,9,4,10,0,0,45,4
81,4,12142,5,2,6,0,0,25,5
30,4,1843,11,4,3,0,0,40,4
40,4,14091,11,0,12,0,0,30,4
55,1,10351,11,2,4,0,0,40,1
19,4,277,11,4,8,0,0,52,4
18,0,9785,11,4,0,0,27,20,2
47,4,9526,9,2,4,0,0,35,4
25,4,17054,9,4,1,0,0,40,4
20,4,2156,15,4,12,0,0,50,4
46,2,5815,9,2,10,0,0,60,5
54,0,509,11,2,0,42,0,40,4
39,5,9846,9,2,10,0,0,50,4
34,4,2033,1,0,14,0,7,60,4
27,0,8454,11,5,0,0,0,40,4
31,4,18761,15,2,3,0,0,40,2
23,4,21968,11,4,4,0,0,45,4
33,4,19225,9,2,1,0,0,5,5
22,4,18812,15,4,11,0,0,40,4
20,4,20943,15,4,8,0,0,11,5
46,6,16197,15,0,4,0,0,50,4
34,4,19115,11,2,8,0,0,50,5
73,0,6516,9,2,0,0,0,5,4
18,4,12408,1,4,8,0,0,20,1
35,4,11594,12,4,10,106,0,55,4
30,4,9338,11,4,12,0,0,35,4
44,5,5670,8,2,12,0,0,45,4
73,0,3304,1,2,0,0,0,8,4
46,2,12865,9,5,10,0,0,40,4
23,4,18132,11,4,12,0,0,40,4
41,2,669,15,2,11,0,0,45,4
40,6,15809,14,2,10,0,0,55,4
45,5,13112,10,2,10,0,0,60,4
42,6,19749,8,0,3,0,0,40,5
35,4,8882,11,0,1,0,0,40,4
27,4,11880,11,4,12,0,0,50,4
75,5,8027,10,6,10,114,0,20,5
26,4,21278,7,4,8,0,0,40,4
38,6,10950,11,4,12,0,0,42,4
30,4,16052,11,2,4,0,0,40,4
36,1,1381,15,0,4,0,0,40,1
81,6,4629,0,2,5,0,0,45,5
23,4,818,5,4,7,0,0,40,5
52,4,9158,15,2,4,0,0,40,4
28,0,13124,11,5,0,0,0,40,4
27,4,14177,11,4,8,0,0,40,4
41,4,21551,15,4,1,0,28,35,5
34,4,1481,12,2,4,0,0,40,5
72,4,4579,12,0,10,0,0,60,5
27,4,6863,9,2,12,0,0,50,4
31,4,20690,9,4,1,0,0,50,5
20,4,15687,2,4,10,0,0,35,4
45,4,6580,11,4,6,0,0,40,4
27,6,11717,9,4,12,0,0,40,5
38,2,9322,11,2,14,0,0,20,4
33,4,5595,11,2,7,0,0,40,2
44,4,19563,15,2,10,0,0,45,2
38,4,18784,0,0,7,0,0,40,4
31,4,2757,11,4,8,0,0,35,4
20,0,15267,15,4,0,0,0,20,4
24,0,13244,11,2,0,0,0,40,4
55,4,6371,11,0,1,0,0,40,4
20,0,5431,15,4,0,0,0,40,4
22,1,17511,9,4,10,0,0,10,4
48,4,12177,12,2,4,0,0,60,5
53,6,15895,11,2,3,0,0,60,4
31,6,16527,11,2,8,0,78,40,4
45,6,17965,5,2,3,0,0,10,4
21,4,9266,11,4,7,0,0,40,4
30,2,6502,12,4,1,0,0,40,4
63,2,8002,11,2,11,0,0,40,4
34,4,15089,15,2,8,0,0,42,4
57,6,5213,11,2,3,53,0,40,5
38,4,14460,11,2,3,0,0,40,5
40,4,15187,7,2,11,0,0,60,5
51,4,2906,11,2,3,0,0,40,5
45,6,9122,6,2,14,0,0,40,5
21,4,2821,11,4,8,0,0,64,5
27,4,18538,15,2,12,0,0,40,4
51,2,790,12,2,10,0,0,40,4
44,4,9726,7,0,7,0,0,45,2
36,4,18094,15,0,8,0,0,40,4
28,7,10155,7,4,1,0,0,40,5
66,4,668,11,2,8,0,0,4,4
27,4,20140,11,4,1,29,0,40,5
59,4,12229,11,0,7,0,0,40,2
49,5,12459,11,2,12,0,0,40,5
41,4,15199,15,2,12,0,0,40,5
25,4,3256,11,4,1,0,0,40,4
18,4,2765,1,4,8,0,0,8,4
33,2,9325,7,2,1,0,0,40,2
51,4,2167,11,4,5,0,0,60,4
38,4,7765,11,2,3,0,0,40,4
44,4,16026,15,2,7,0,0,40,4
28,4,4638,1,4,6,0,0,20,5
33,4,4866,9,2,3,0,0,45,4
32,4,5317,15,2,3,0,0,40,5
72,4,9074,9,0,12,0,0,28,5
51,1,222,11,2,13,0,0,40,4
23,4,1818,9,4,11,46,0,40,4
21,4,5310,15,4,12,0,0,60,4
39,4,9479,15,4,1,0,0,40,2
27,4,7937,11,4,4,0,0,40,5
42,4,1324,9,0,4,0,0,40,5
31,4,18733,0,4,14,0,0,99,5
32,4,9025,11,2,6,0,0,30,4
70,4,10284,11,0,8,0,0,23,4
34,4,9679,11,2,1,0,0,50,4
37,4,13308,11,0,7,0,0,40,5
30,4,7301,7,4,10,0,0,40,4
38,7,19877,11,0,1,0,0,40,4
48,2,16222,7,5,1,0,0,40,4
63,4,6606,11,2,8,40,0,20,4
54,4,18090,0,0,10,108,0,68,0
39,2,11805,1,0,1,0,0,40,4
35,1,20952,11,4,1,0,0,40,5
38,4,6089,9,5,4,116,0,45,4
18,4,1888,1,4,12,0,0,16,4
29,7,8712,12,2,13,0,0,50,5
62,6,5713,15,0,12,0,0,40,2
36,4,14894,9,2,12,0,0,50,4
44,4,2026,12,2,4,0,0,40,4
46,1,5634,8,5,13,0,0,30,4
76,0,9084,11,6,0,0,0,25,4
35,4,9738,11,2,14,0,0,50,5
44,4,11242,12,4,10,0,0,35,4
24,4,3893,11,4,6,0,0,40,5
37,5,1023,15,2,4,52,0,50,4
49,4,12525,15,2,4,0,0,46,5
32,4,8159,11,2,4,0,0,40,4
23,7,19688,9,4,1,0,0,12,5
27,4,14940,15,4,3,0,0,40,4
35,4,15915,1,0,3,0,0,40,4
