age,race,sex,native-country
54,White,Male,United-States
20,White,Male,United-States
63,White,Female,United-States
48,Amer-Indian-Eskimo,Male,United-States
33,Asian-Pac-Islander,Female,China
31,White,Male,United-States
38,White,Male,United-States
45,White,Male,United-States
48,White,Male,United-States
53,White,Male,United-States
55,White,Female,United-States
38,White,Male,?
29,White,Female,United-States
36,White,Male,United-States
42,White,Male,United-States
50,White,Female,England
75,White,Male,United-States
46,White,Male,United-States
52,White,Female,United-States
27,White,Female,United-States
43,White,Male,United-States
31,Black,Female,United-States
23,White,Female,United-States
34,White,Female,United-States
41,White,Female,Cuba
31,White,Female,United-States
42,White,Female,United-States
35,White,Male,United-States
55,White,Female,United-States
36,White,Female,United-States
65,White,Male,United-States
38,White,Male,United-States
62,White,Female,United-States
54,White,Male,United-States
49,White,Male,United-States
34,White,Female,United-States
32,White,Female,United-States
51,White,Male,United-States
48,White,Male,United-States
30,White,Male,?
52,White,Female,United-States
28,White,Male,United-States
29,Asian-Pac-Islander,Male,United-States
38,White,Female,United-States
57,White,Male,United-States
43,White,Male,United-States
37,White,Male,United-States
30,White,Male,United-States
53,White,Male,United-States
69,White,Female,United-States
73,White,Female,United-States
22,White,Male,United-States
31,White,Female,United-States
38,White,Male,United-States
50,White,Male,United-States
37,White,Male,United-States
44,White,Male,United-States
47,Black,Female,United-States
27,White,Male,United-States
28,White,Female,United-States
25,Black,Female,United-States
20,White,Female,United-States
51,White,Male,United-States
46,White,Male,United-States
67,White,Male,United-States
47,White,Male,United-States
42,White,Male,United-States
52,White,Male,United-States
42,Asian-Pac-Islander,Female,Philippines
65,White,Male,United-States
21,Black,Male,United-States
50,White,Female,United-States
46,White,Male,United-States
47,White,Male,United-States
57,White,Male,United-States
37,White,Male,United-States
50,White,Male,United-States
58,White,Male,United-States
63,White,Female,El-Salvador
39,White,Male,United-States
46,Black,Male,United-States
36,White,Male,United-States
26,White,Male,United-States
21,White,Male,United-States
41,White,Male,United-States
44,Black,Male,United-States
22,White,Male,United-States
29,Black,Male,United-States
29,Black,Female,Japan
58,White,Female,United-States
36,White,Male,United-States
30,White,Male,United-States
37,White,Male,United-States
29,White,Male,United-States
26,White,Female,Mexico
43,White,Male,United-States
49,White,Female,United-States
45,White,Male,United-States
28,White,Female,United-States
20,White,Female,United-States
51,White,Female,United-States
32,White,Male,Canada
24,White,Female,United-States
35,White,Male,United-States
35,White,Male,United-States
41,White,Male,United-States
48,White,Male,United-States
61,White,Female,United-States
20,White,Male,United-States
27,White,Male,United-States
55,White,Male,United-States
39,White,Male,United-States
17,White,Male,United-States
47,White,Male,?
52,Asian-Pac-Islander,Female,India
24,Black,Female,United-States
29,Black,Female,United-States
25,White,Male,United-States
20,White,Female,United-States
23,Black,Male,United-States
57,White,Male,United-States
51,White,Male,United-States
33,White,Female,United-States
39,White,Male,United-States
40,White,Male,United-States
71,White,Female,United-States
38,White,Male,United-States
28,White,Male,United-States
57,White,Female,United-States
47,White,Male,United-States
59,White,Male,United-States
26,Other,Male,United-States
35,White,Female,United-States
61,White,Male,Germany
17,White,Female,United-States
36,Asian-Pac-Islander,Male,?
62,White,Male,United-States
34,White,Male,United-States
32,White,Male,United-States
42,White,Female,United-States
39,White,Male,United-States
58,Black,Male,United-States
61,White,Male,United-States
40,Black,Male,United-States
31,White,Male,United-States
36,White,Male,United-States
23,White,Male,United-States
33,White,Male,United-States
52,White,Male,United-States
22,White,Female,United-States
51,White,Female,Italy
31,White,Female,United-States
49,White,Female,United-States
49,Black,Female,United-States
53,Black,Female,United-States
52,Asian-Pac-Islander,Male,Japan
20,White,Male,United-States
26,Black,Male,United-States
61,White,Male,United-States
43,White,Female,Poland
46,White,Male,United-States
43,White,Female,United-States
41,Black,Female,United-States
44,White,Male,United-States
54,White,Male,United-States
65,White,Male,United-States
32,White,Female,Canada
25,White,Male,United-States
23,White,Male,United-States
25,White,Male,United-States
19,White,Male,United-States
37,White,Male,United-States
45,White,Male,United-States
37,Black,Male,United-States
40,White,Male,Iran
19,White,Male,United-States
17,White,Male,United-States
27,White,Female,United-States
40,Black,Male,?
59,White,Female,United-States
19,Black,Female,United-States
43,Black,Male,United-States
42,White,Male,United-States
54,Black,Male,United-States
54,White,Male,United-States
51,White,Male,United-States
50,White,Male,United-States
40,White,Female,United-States
55,White,Male,United-States
50,White,Female,United-States
31,White,Male,United-States
42,Black,Female,United-States
24,White,Male,United-States
30,White,Male,United-States
39,White,Female,United-States
37,White,Male,United-States
33,White,Male,United-States
48,White,Female,United-States
43,Asian-Pac-Islander,Male,Thailand
39,White,Male,United-States
53,White,Male,United-States
52,White,Male,United-States
28,Asian-Pac-Islander,Male,United-States
32,White,Male,United-States
31,Black,Male,United-States
31,White,Female,United-States
47,White,Female,United-States
19,White,Male,United-States
40,Black,Male,United-States
40,White,Female,United-States
41,White,Male,United-States
53,Black,Male,United-States
46,Amer-Indian-Eskimo,Male,Germany
45,White,Male,United-States
39,Black,Female,United-States
19,White,Male,United-States
57,White,Male,United-States
49,White,Female,Peru
59,White,Female,United-States
32,White,Male,United-States
18,White,Female,United-States
35,Black,Male,United-States
58,White,Female,United-States
28,White,Male,Mexico
36,White,Female,United-States
41,White,Female,United-States
47,White,Male,United-States
50,White,Male,United-States
61,White,Male,United-States
36,White,Male,United-States
38,White,Male,United-States
56,White,Male,United-States
50,White,Male,United-States
45,White,Male,United-States
44,White,Male,United-States
51,White,Male,United-States
44,White,Male,United-States
25,White,Male,United-States
60,Black,Male,United-States
17,White,Male,United-States
49,White,Male,United-States
46,Black,Male,United-States
56,Black,Female,United-States
25,White,Male,United-States
22,White,Male,United-States
76,Black,Female,United-States
41,White,Male,United-States
48,White,Male,United-States
46,Black,Male,United-States
30,White,Male,United-States
39,White,Male,United-States
40,Amer-Indian-Eskimo,Male,United-States
70,Black,Male,United-States
35,White,Male,United-States
49,White,Female,United-States
24,White,Male,United-States
40,White,Male,United-States
61,White,Male,United-States
25,Asian-Pac-Islander,Male,United-States
28,White,Female,United-States
69,White,Male,United-States
22,White,Female,United-States
47,White,Male,United-States
38,White,Female,United-States
26,White,Female,United-States
17,Asian-Pac-Islander,Female,United-States
33,White,Male,United-States
43,White,Male,United-States
58,White,Male,United-States
53,White,Male,United-States
26,White,Male,United-States
43,Black,Male,United-States
31,White,Male,Mexico
30,White,Male,United-States
25,White,Female,United-States
57,White,Female,United-States
37,White,Male,United-States
32,White,Male,United-States
26,White,Female,United-States
45,White,Male,United-States
53,White,Male,United-States
27,Amer-Indian-Eskimo,Male,United-States
28,White,Male,United-States
32,White,Male,United-States
35,White,Female,United-States
36,White,Male,United-States
19,White,Male,United-States
37,White,Male,United-States
49,White,Male,United-States
20,White,Male,United-States
64,White,Male,United-States
60,White,Male,United-States
32,White,Male,United-States
58,White,Male,United-States
42,White,Male,United-States
20,Black,Female,United-States
42,Black,Male,United-States
25,Black,Male,United-States
30,White,Male,United-States
37,White,Male,United-States
66,White,Male,United-States
59,White,Male,England
44,Asian-Pac-Islander,Male,China
46,White,Male,United-States
59,White,Female,United-States
25,White,Male,United-States
17,Black,Male,United-States
47,White,Male,United-States
47,White,Female,United-States
30,White,Female,United-States
20,White,Female,United-States
26,White,Male,United-States
20,Black,Male,United-States
33,White,Male,United-States
48,White,Male,United-States
52,White,Male,United-States
37,White,Female,United-States
47,Black,Male,United-States
40,White,Male,United-States
48,White,Female,United-States
49,Black,Male,United-States
50,White,Female,United-States
30,White,Female,United-States
34,White,Male,United-States
43,White,Male,United-States
22,White,Female,United-States
35,Black,Male,United-States
26,White,Female,United-States
62,White,Male,United-States
39,White,Male,United-States
59,White,Male,United-States
69,White,Male,United-States
27,White,Male,United-States
17,White,Male,United-States
38,White,Male,United-States
41,White,Male,United-States
27,White,Female,United-States
23,White,Female,United-States
17,White,Male,United-States
56,White,Female,United-States
24,White,Female,United-States
62,White,Male,?
44,Black,Male,United-States
23,White,Male,United-States
41,White,Male,?
25,White,Male,United-States
21,Black,Female,United-States
18,White,Male,United-States
45,White,Male,United-States
75,White,Female,United-States
51,White,Male,United-States
42,Black,Female,United-States
47,Black,Female,Outlying-US(Guam-USVI-etc)
29,White,Male,United-States
33,Black,Male,United-States
43,White,Male,United-States
20,White,Male,United-States
19,Black,Female,Jamaica
44,White,Male,United-States
24,White,Male,United-States
19,White,Male,United-States
49,White,Male,United-States
52,White,Male,United-States
38,White,Male,United-States
24,White,Male,United-States
32,White,Male,United-States
72,White,Female,United-States
26,White,Male,United-States
31,Asian-Pac-Islander,Male,?
29,White,Male,United-States
