age,workclass,education,occupation,hours-per-week,income
47,Private,Bachelors,Prof-specialty,50,0
45,Private,Some-college,Sales,45,0
75,?,HS-grad,?,8,0
18,Private,12th,Sales,20,0
47,Private,Some-college,Adm-clerical,48,1
38,Self-emp-not-inc,Prof-school,Prof-specialty,37,0
50,Private,HS-grad,Craft-repair,40,0
33,State-gov,Bachelors,Exec-managerial,40,1
53,Self-emp-inc,Some-college,Sales,48,0
44,Private,10th,Machine-op-inspct,40,0
31,Private,Bachelors,Tech-support,40,0
45,Private,Assoc-voc,Exec-managerial,50,1
34,Private,HS-grad,Handlers-cleaners,40,0
25,Private,5th-6th,Machine-op-inspct,40,0
38,Self-emp-inc,HS-grad,Exec-managerial,40,0
39,Private,HS-grad,Other-service,40,0
26,Local-gov,10th,Other-service,40,0
26,?,Bachelors,?,40,0
31,Private,12th,Other-service,21,0
30,Private,HS-grad,Priv-house-serv,40,0
66,Local-gov,Some-college,Adm-clerical,20,0
35,Private,HS-grad,Handlers-cleaners,40,0
27,State-gov,Masters,Prof-specialty,40,0
25,Private,Bachelors,Exec-managerial,40,0
46,State-gov,HS-grad,Transport-moving,40,0
36,State-gov,HS-grad,Adm-clerical,38,0
58,Private,Masters,Exec-managerial,40,1
34,Private,Some-college,Adm-clerical,40,0
57,Self-emp-inc,HS-grad,Sales,45,1
58,Private,7th-8th,Handlers-cleaners,40,0
61,Local-gov,HS-grad,Prof-specialty,40,0
21,?,Some-college,?,40,0
28,Private,HS-grad,Craft-repair,40,0
53,Self-emp-not-inc,7th-8th,Tech-support,99,0
19,Private,HS-grad,Adm-clerical,25,0
31,Private,HS-grad,Farming-fishing,45,0
46,Private,Bachelors,Prof-specialty,40,1
19,?,Some-college,?,23,0
25,Private,Bachelors,Sales,40,0
44,Private,Bachelors,Other-service,65,0
58,Private,Some-college,Sales,12,0
47,Private,Bachelors,Exec-managerial,40,0
47,Private,HS-grad,Exec-managerial,45,0
30,Private,Bachelors,Prof-specialty,38,0
32,Private,Assoc-voc,Adm-clerical,35,0
32,Private,Bachelors,Exec-managerial,50,0
63,Private,Bachelors,Other-service,10,0
59,Private,Assoc-voc,Craft-repair,40,0
41,Private,Bachelors,Protective-serv,60,1
52,Private,HS-grad,Prof-specialty,40,1
65,?,HS-grad,?,40,0
48,Private,HS-grad,Machine-op-inspct,40,0
30,Private,Bachelors,Tech-support,40,0
36,Private,HS-grad,Craft-repair,50,1
23,Private,Some-college,Adm-clerical,40,0
47,Self-emp-not-inc,Assoc-voc,Other-service,45,0
39,Private,HS-grad,Exec-managerial,30,0
28,Private,HS-grad,Machine-op-inspct,40,0
22,?,Some-college,?,36,0
21,Private,Some-college,Other-service,25,0
36,Private,Masters,Exec-managerial,50,0
54,Private,Bachelors,Exec-managerial,60,1
43,Local-gov,Masters,Prof-specialty,40,1
24,Private,Some-college,Other-service,30,0
38,Private,Masters,Exec-managerial,45,1
42,Private,HS-grad,Prof-specialty,40,0
18,Private,12th,Protective-serv,45,0
67,?,5th-6th,?,40,0
29,Private,HS-grad,Adm-clerical,30,0
32,Local-gov,Bachelors,Prof-specialty,35,0
25,Private,HS-grad,Farming-fishing,40,0
59,Private,Some-college,Sales,40,0
47,Private,11th,Craft-repair,40,0
46,Federal-gov,Masters,Exec-managerial,40,1
53,Private,HS-grad,Craft-repair,40,0
33,Self-emp-not-inc,HS-grad,Craft-repair,40,0
22,Private,Some-college,Adm-clerical,30,0
51,Federal-gov,HS-grad,Adm-clerical,40,0
20,Private,Some-college,Sales,30,0
33,Private,11th,Craft-repair,45,0
26,Private,Some-college,Sales,15,0
20,?,Some-college,?,36,0
40,Private,HS-grad,Exec-managerial,42,0
45,Federal-gov,Some-college,Adm-clerical,40,0
39,Private,10th,Other-service,40,0
47,Private,7th-8th,Transport-moving,48,0
23,?,Bachelors,?,55,0
54,Private,HS-grad,Craft-repair,40,0
30,Private,HS-grad,Tech-support,40,0
50,Self-emp-not-inc,HS-grad,Craft-repair,51,0
51,Private,Masters,Exec-managerial,60,1
35,Private,Bachelors,Sales,55,0
40,State-gov,Bachelors,Craft-repair,40,0
62,Private,HS-grad,Exec-managerial,45,1
34,Private,Masters,Adm-clerical,50,0
24,Private,Bachelors,Other-service,75,0
61,Local-gov,HS-grad,Farming-fishing,48,0
67,Private,HS-grad,Sales,10,0
67,?,Assoc-voc,?,1,0
26,Private,Some-college,Craft-repair,40,0
24,Private,HS-grad,Craft-repair,44,0
53,Private,Assoc-voc,Prof-specialty,40,0
33,State-gov,Bachelors,Prof-specialty,15,0
34,Private,Masters,Prof-specialty,45,0
26,?,Some-college,?,40,0
23,Private,Bachelors,Adm-clerical,20,0
50,State-gov,9th,Prof-specialty,40,0
27,Private,7th-8th,Other-service,24,0
38,?,7th-8th,?,45,0
25,?,HS-grad,?,40,0
39,Federal-gov,HS-grad,Armed-Forces,50,0
36,Self-emp-not-inc,HS-grad,Farming-fishing,35,0
54,Private,HS-grad,Exec-managerial,43,0
26,Private,Assoc-acdm,Adm-clerical,40,0
42,Private,Some-college,Other-service,52,0
30,Private,HS-grad,Other-service,45,0
59,Private,Assoc-voc,Adm-clerical,40,0
51,State-gov,Some-college,Prof-specialty,40,0
63,Private,HS-grad,Sales,25,0
24,State-gov,HS-grad,Adm-clerical,40,0
58,State-gov,Some-college,Exec-managerial,40,0
41,Private,Some-college,Craft-repair,40,0
41,Self-emp-not-inc,HS-grad,Other-service,60,0
23,Private,Bachelors,Adm-clerical,24,0
17,Private,10th,Sales,24,0
21,?,Some-college,?,30,0
32,Local-gov,HS-grad,Protective-serv,40,0
35,Self-emp-not-inc,HS-grad,Exec-managerial,50,0
27,Private,HS-grad,Adm-clerical,40,0
33,Private,11th,Adm-clerical,38,0
19,Private,HS-grad,Machine-op-inspct,40,0
30,Private,11th,Handlers-cleaners,40,0
37,Private,1st-4th,Other-service,53,0
37,Private,HS-grad,Exec-managerial,40,0
35,Private,Some-college,Sales,30,0
31,Private,Bachelors,Machine-op-inspct,36,0
38,Self-emp-not-inc,HS-grad,Farming-fishing,60,0
42,Private,7th-8th,Transport-moving,40,0
34,Private,9th,Transport-moving,45,0
44,State-gov,HS-grad,Other-service,15,0
21,Private,HS-grad,Other-service,40,0
24,Private,HS-grad,Other-service,40,0
20,?,Some-college,?,30,0
68,Private,Bachelors,Prof-specialty,40,1
36,?,Some-college,?,32,0
31,Private,11th,Craft-repair,40,0
28,Self-emp-not-inc,Some-college,Exec-managerial,70,0
28,Local-gov,Bachelors,Prof-specialty,40,0
53,Private,Some-college,Craft-repair,40,0
47,Federal-gov,Masters,Exec-managerial,40,0
17,Private,10th,Farming-fishing,30,0
43,?,Assoc-voc,?,36,0
42,Private,7th-8th,Handlers-cleaners,30,0
40,Private,Some-college,Machine-op-inspct,40,1
45,Private,Some-college,Exec-managerial,40,0
47,Private,Some-college,Sales,60,0
39,Private,HS-grad,Other-service,38,0
41,Self-emp-inc,HS-grad,Sales,62,0
73,Private,Bachelors,Prof-specialty,30,0
40,Private,Assoc-voc,Sales,50,0
45,Self-emp-not-inc,HS-grad,Craft-repair,90,0
46,Private,Bachelors,Sales,40,0
36,Private,HS-grad,Transport-moving,50,0
33,Private,HS-grad,Farming-fishing,40,0
28,Private,Assoc-voc,Craft-repair,50,0
49,Private,7th-8th,Machine-op-inspct,48,0
35,Private,Some-college,Adm-clerical,40,0
57,Private,HS-grad,Other-service,30,0
58,Private,Assoc-voc,Exec-managerial,40,0
36,Private,HS-grad,Adm-clerical,35,0
31,Private,Assoc-voc,Adm-clerical,40,0
23,Private,Bachelors,Adm-clerical,38,0
59,Private,9th,Craft-repair,50,0
23,Private,Bachelors,Sales,40,0
27,Local-gov,Assoc-acdm,Prof-specialty,40,0
19,Private,12th,Other-service,20,0
24,Private,Bachelors,Adm-clerical,40,0
33,?,Some-college,?,50,0
27,Private,Bachelors,Prof-specialty,40,1
56,Private,7th-8th,Machine-op-inspct,48,0
58,Private,Bachelors,Prof-specialty,50,0
18,Private,11th,Sales,18,0
56,Private,Bachelors,Machine-op-inspct,40,0
46,Private,5th-6th,Handlers-cleaners,25,0
48,Local-gov,Masters,Exec-managerial,40,0
23,Private,HS-grad,Craft-repair,40,0
24,Private,Some-college,Machine-op-inspct,14,0
31,Private,Some-college,Tech-support,40,0
54,Private,Bachelors,Exec-managerial,45,1
27,Private,Some-college,Handlers-cleaners,50,0
30,Private,HS-grad,Craft-repair,40,0
49,Private,HS-grad,Exec-managerial,60,0
50,Local-gov,Masters,Adm-clerical,50,0
58,Private,Doctorate,Prof-specialty,8,0
38,Federal-gov,HS-grad,Transport-moving,50,0
77,Private,HS-grad,Prof-specialty,35,0
26,Private,11th,Craft-repair,40,0
59,Self-emp-not-inc,HS-grad,Sales,40,1
41,Private,HS-grad,Craft-repair,40,1
22,State-gov,Some-college,Tech-support,10,0
26,Private,Some-college,Craft-repair,40,0
32,State-gov,Bachelors,Exec-managerial,40,1
31,Private,HS-grad,Machine-op-inspct,60,0
38,Private,Bachelors,Exec-managerial,50,1
71,Self-emp-not-inc,HS-grad,Farming-fishing,5,0
66,Private,Bachelors,Other-service,40,1
25,Local-gov,Bachelors,Prof-specialty,55,0
42,Federal-gov,Some-college,Craft-repair,45,0
42,Private,Bachelors,Prof-specialty,38,1
30,Private,Some-college,Machine-op-inspct,40,0
21,Private,Some-college,Prof-specialty,8,0
55,Private,Some-college,Craft-repair,40,0
59,Private,Some-college,Sales,40,1
52,Private,HS-grad,Adm-clerical,46,0
49,Local-gov,HS-grad,Craft-repair,40,0
22,Self-emp-inc,Bachelors,Adm-clerical,40,0
37,Private,HS-grad,Other-service,40,0
36,Self-emp-not-inc,Doctorate,Prof-specialty,40,1
22,?,Some-college,?,40,0
62,?,12th,?,40,0
62,?,Some-college,?,1,0
53,Self-emp-not-inc,Prof-school,Prof-specialty,60,1
39,Private,Bachelors,Handlers-cleaners,40,0
69,Self-emp-not-inc,Some-college,Craft-repair,72,1
56,Private,Some-college,Exec-managerial,54,0
73,?,10th,?,4,0
18,Private,HS-grad,Sales,24,0
58,Private,HS-grad,Other-service,20,0
38,Private,Some-college,Adm-clerical,40,0
58,Local-gov,Masters,Prof-specialty,30,1
54,Private,HS-grad,Exec-managerial,48,0
81,?,HS-grad,?,35,0
26,Private,Some-college,Adm-clerical,45,0
40,Private,Some-college,Other-service,40,0
57,Local-gov,Bachelors,Prof-specialty,35,0
36,Private,HS-grad,Machine-op-inspct,40,0
30,Private,Bachelors,Prof-specialty,45,1
27,Private,5th-6th,Craft-repair,40,0
29,Private,10th,Adm-clerical,40,0
26,Local-gov,Bachelors,Protective-serv,40,0
33,Private,10th,Machine-op-inspct,40,0
19,Private,10th,Farming-fishing,25,0
45,Private,Assoc-voc,Prof-specialty,32,0
55,Local-gov,Masters,Exec-managerial,40,0
17,Private,11th,Handlers-cleaners,15,0
38,Private,Some-college,Craft-repair,40,0
62,Self-emp-inc,Doctorate,Prof-specialty,80,0
43,Private,Bachelors,Transport-moving,70,0
52,Private,9th,Craft-repair,40,0
59,Private,HS-grad,Craft-repair,40,0
52,Private,Bachelors,Exec-managerial,40,1
18,Private,Some-college,Other-service,20,0
48,Self-emp-inc,HS-grad,Craft-repair,50,1
31,Private,Some-college,Other-service,50,0
55,Local-gov,HS-grad,Transport-moving,44,0
36,Private,HS-grad,Sales,50,0
20,Private,Some-college,Handlers-cleaners,20,0
42,Local-gov,Some-college,Adm-clerical,40,0
41,Self-emp-not-inc,HS-grad,Craft-repair,40,0
35,Private,Bachelors,Prof-specialty,45,1
43,Private,Some-college,Other-service,28,0
25,Private,Some-college,Sales,44,1
57,Private,HS-grad,Transport-moving,42,0
45,Private,HS-grad,Handlers-cleaners,40,1
60,Private,HS-grad,Prof-specialty,30,0
35,Self-emp-not-inc,Some-college,Exec-managerial,45,0
44,Private,Some-college,Sales,50,0
30,Private,7th-8th,Craft-repair,38,0
36,Private,Bachelors,Adm-clerical,50,0
48,Private,Assoc-voc,Handlers-cleaners,40,0
20,Private,HS-grad,Sales,35,0
23,Private,Bachelors,Adm-clerical,30,0
47,Private,11th,Farming-fishing,40,0
56,Private,Bachelors,Sales,40,1
18,Private,10th,Other-service,30,0
47,Private,HS-grad,Exec-managerial,55,0
33,Private,Assoc-acdm,Sales,40,1
29,Private,Masters,Exec-managerial,45,0
34,Private,HS-grad,Machine-op-inspct,40,0
20,Private,Some-college,Adm-clerical,35,0
38,Self-emp-not-inc,HS-grad,Sales,55,0
35,Self-emp-not-inc,Bachelors,Craft-repair,7,0
21,Private,Some-college,Sales,30,0
45,Private,Masters,Adm-clerical,36,0
43,Private,Assoc-acdm,Prof-specialty,50,1
18,Private,HS-grad,Handlers-cleaners,40,0
38,State-gov,HS-grad,Adm-clerical,38,0
21,?,Some-college,?,35,0
59,Private,HS-grad,Tech-support,40,0
30,Private,Assoc-acdm,Craft-repair,40,0
41,Private,Masters,Exec-managerial,55,0
28,Private,Bachelors,Sales,40,0
41,Private,Bachelors,Exec-managerial,50,1
61,Private,10th,Machine-op-inspct,40,0
51,Self-emp-not-inc,HS-grad,Sales,40,0
44,Private,11th,Sales,44,0
32,Self-emp-not-inc,Bachelors,Sales,47,0
22,Private,HS-grad,Other-service,40,0
21,Private,Some-college,Sales,40,0
23,Private,Some-college,Other-service,40,0
44,Self-emp-not-inc,Prof-school,Prof-specialty,60,1
43,Local-gov,Some-college,Craft-repair,40,1
30,Private,Bachelors,Prof-specialty,40,0
37,Private,Assoc-voc,Machine-op-inspct,42,1
37,?,HS-grad,?,42,0
44,Private,Assoc-acdm,Adm-clerical,40,0
42,?,HS-grad,?,40,0
41,Private,HS-grad,Craft-repair,40,0
67,Self-emp-not-inc,HS-grad,Farming-fishing,60,0
29,Private,Bachelors,Exec-managerial,55,0
68,Private,9th,Craft-repair,24,0
29,Private,Prof-school,Prof-specialty,72,0
43,Federal-gov,Bachelors,Prof-specialty,40,1
54,Private,HS-grad,Other-service,32,0
33,Private,Some-college,Other-service,40,0
45,Private,HS-grad,Exec-managerial,40,0
59,Private,HS-grad,Other-service,40,1
30,Local-gov,Bachelors,Prof-specialty,40,0
60,Self-emp-not-inc,HS-grad,Exec-managerial,50,1
24,Private,11th,Sales,40,0
19,Self-emp-not-inc,Some-college,Craft-repair,20,0
49,Local-gov,Some-college,Other-service,30,0
23,Private,HS-grad,Other-service,25,0
28,Private,HS-grad,Handlers-cleaners,40,0
22,Private,HS-grad,Sales,15,0
42,Private,Masters,Exec-managerial,45,0
35,Private,HS-grad,Machine-op-inspct,35,0
27,Private,Bachelors,Sales,55,1
57,Private,Bachelors,Sales,40,1
60,Self-emp-inc,Bachelors,Exec-managerial,60,1
44,Local-gov,HS-grad,Protective-serv,52,1
37,Private,Assoc-acdm,Sales,40,0
55,Private,Masters,Prof-specialty,50,1
50,Private,Masters,Exec-managerial,40,0
51,Private,HS-grad,Handlers-cleaners,45,0
42,Private,Some-college,Craft-repair,45,0
37,Private,HS-grad,Craft-repair,40,0
49,Private,7th-8th,Transport-moving,50,0
42,Private,10th,Transport-moving,50,0
30,Private,Some-college,Adm-clerical,25,0
40,Private,Some-college,Sales,50,0
40,Private,Some-college,Exec-managerial,60,0
54,State-gov,Masters,Prof-specialty,45,1
28,Private,Some-college,Tech-support,40,0
24,Private,HS-grad,Craft-repair,40,0
37,Private,Some-college,Other-service,30,0
19,Private,HS-grad,Craft-repair,40,0
37,Private,Some-college,Machine-op-inspct,40,1
71,Private,Bachelors,Tech-support,16,0
23,Private,1st-4th,Farming-fishing,36,0
52,Private,HS-grad,Sales,25,0
61,Private,HS-grad,Sales,40,0
52,?,12th,?,40,1
23,Private,Some-college,Adm-clerical,45,0
46,Private,HS-grad,Craft-repair,40,0
31,Private,10th,Transport-moving,40,0
27,Private,Bachelors,Other-service,35,0
67,Private,11th,Other-service,9,0
45,Private,Some-college,Adm-clerical,40,0
37,Private,Assoc-acdm,Prof-specialty,45,1
47,Private,Masters,Prof-specialty,50,1
40,Private,Assoc-voc,Machine-op-inspct,40,1
40,Private,Assoc-voc,Adm-clerical,40,1
26,Private,Bachelors,Sales,20,0
19,Private,Some-college,Sales,22,0
58,Private,HS-grad,Sales,40,1
43,Private,HS-grad,Craft-repair,35,0
38,Private,Bachelors,Exec-managerial,50,0
17,Private,11th,Other-service,12,0
32,Private,HS-grad,Craft-repair,40,0
33,Private,Masters,Exec-managerial,60,0
32,Private,Some-college,Tech-support,40,0
44,Self-emp-inc,Some-college,Exec-managerial,50,1
31,Private,Assoc-acdm,Craft-repair,40,0
42,Private,HS-grad,Transport-moving,50,1
83,?,HS-grad,?,20,0
63,Self-emp-inc,Prof-school,Prof-specialty,50,1
40,Self-emp-inc,Masters,Exec-managerial,30,1
32,Private,HS-grad,Transport-moving,40,0
37,Private,Bachelors,Exec-managerial,47,1
59,Private,Assoc-voc,Tech-support,40,1
24,Private,Some-college,Sales,33,0
53,Private,Bachelors,Prof-specialty,80,0
42,Private,Doctorate,Prof-specialty,40,1
44,Self-emp-not-inc,Bachelors,Sales,40,0
63,Private,HS-grad,Other-service,24,0
18,Private,11th,Handlers-cleaners,18,0
28,Self-emp-inc,Bachelors,Exec-managerial,55,0
27,Private,Some-college,Other-service,20,0
60,Private,Some-college,Craft-repair,47,0
34,Local-gov,Some-college,Protective-serv,40,0
70,Private,HS-grad,Sales,40,0
27,Private,Bachelors,Other-service,40,0
47,Private,Some-college,Tech-support,40,0
34,Private,Assoc-acdm,Craft-repair,50,0
74,Self-emp-not-inc,Some-college,Exec-managerial,4,0
35,Local-gov,Bachelors,Prof-specialty,40,0
47,Federal-gov,Bachelors,Exec-managerial,40,0
55,Local-gov,12th,Adm-clerical,40,0
30,Private,Prof-school,Prof-specialty,50,0
58,Local-gov,Assoc-acdm,Adm-clerical,40,0
34,Private,Some-college,Sales,55,1
35,Private,HS-grad,Exec-managerial,55,1
36,Private,HS-grad,Machine-op-inspct,30,0
25,State-gov,Bachelors,Tech-support,40,0
30,Private,Assoc-acdm,Prof-specialty,53,0
23,Private,Assoc-acdm,Other-service,60,0
39,Private,Some-college,Adm-clerical,40,0
32,Private,Some-college,Tech-support,20,0
33,Private,HS-grad,Prof-specialty,40,0
40,Private,Bachelors,Handlers-cleaners,40,1
61,Private,HS-grad,Sales,40,0
31,Private,Some-college,Handlers-cleaners,40,0
47,Self-emp-not-inc,HS-grad,Craft-repair,40,0
28,Local-gov,Assoc-acdm,Protective-serv,40,0
43,Private,Assoc-acdm,Craft-repair,40,0
36,Self-emp-inc,Some-college,Sales,60,1
36,Private,Bachelors,Prof-specialty,50,0
40,Private,HS-grad,Machine-op-inspct,50,0
35,Private,Some-college,Handlers-cleaners,40,0
21,Private,Some-college,Other-service,20,0
42,Self-emp-not-inc,Some-college,Farming-fishing,70,0
30,Private,HS-grad,Craft-repair,40,0
18,Private,HS-grad,Machine-op-inspct,40,0
44,Private,HS-grad,Machine-op-inspct,56,0
28,Private,Some-college,Sales,40,0
34,Private,Some-college,Adm-clerical,40,0
49,Private,Bachelors,Exec-managerial,56,1
56,?,HS-grad,?,40,0
51,Private,HS-grad,Craft-repair,40,0
51,Self-emp-not-inc,11th,Farming-fishing,45,1
22,State-gov,Some-college,Adm-clerical,15,0
49,Private,Assoc-acdm,Sales,45,0
58,Local-gov,Bachelors,Prof-specialty,40,1
32,Private,HS-grad,Machine-op-inspct,40,0
22,Private,HS-grad,Transport-moving,50,1
36,Federal-gov,Masters,Prof-specialty,45,1
50,Private,Bachelors,Craft-repair,50,0
58,Private,Bachelors,Adm-clerical,40,1
35,State-gov,Some-college,Exec-managerial,40,0
35,Private,HS-grad,Handlers-cleaners,40,0
39,Self-emp-inc,Some-college,Prof-specialty,25,0
40,Private,Assoc-voc,Craft-repair,40,0
32,Private,Bachelors,Machine-op-inspct,50,0
30,Self-emp-not-inc,Bachelors,Sales,50,0
33,Private,Assoc-voc,Other-service,10,0
38,Private,Some-college,Craft-repair,40,1
67,Federal-gov,HS-grad,Adm-clerical,40,0
25,Private,Some-college,Adm-clerical,40,0
35,Self-emp-inc,HS-grad,Other-service,60,0
20,Private,HS-grad,Sales,40,0
47,Private,HS-grad,Machine-op-inspct,40,0
21,Local-gov,Some-college,Prof-specialty,35,0
17,Private,11th,Other-service,20,0
63,Self-emp-not-inc,Bachelors,Sales,15,0
43,Federal-gov,HS-grad,Adm-clerical,40,0
19,?,10th,?,25,0
30,Private,HS-grad,Craft-repair,45,0
26,Local-gov,HS-grad,Tech-support,75,0
24,Private,HS-grad,Other-service,25,0
22,Local-gov,11th,Handlers-cleaners,35,0
37,Local-gov,Assoc-acdm,Craft-repair,40,0
52,Private,HS-grad,Adm-clerical,40,0
47,Private,Some-college,Other-service,35,0
29,Federal-gov,Some-college,Tech-support,40,1
60,Private,Doctorate,Prof-specialty,65,1
44,Private,Masters,Sales,48,0
27,Private,Some-college,Machine-op-inspct,40,0
38,Private,HS-grad,Other-service,20,0
25,?,Bachelors,?,20,0
57,Self-emp-not-inc,HS-grad,Farming-fishing,72,0
47,Private,HS-grad,Adm-clerical,40,0
36,Federal-gov,Some-college,Handlers-cleaners,50,0
35,Private,Some-college,Tech-support,40,0
36,Private,HS-grad,Handlers-cleaners,65,0
42,Self-emp-not-inc,HS-grad,Transport-moving,45,0
53,Private,HS-grad,Exec-managerial,40,0
42,Private,HS-grad,Craft-repair,40,0
32,Federal-gov,HS-grad,Exec-managerial,40,0
33,Private,Some-college,Adm-clerical,40,0
19,Private,Some-college,Handlers-cleaners,35,0
39,Private,Some-college,Prof-specialty,40,0
22,Private,HS-grad,Sales,40,0
44,Private,Masters,Other-service,55,0
43,Private,Masters,Exec-managerial,45,0
22,Local-gov,HS-grad,Handlers-cleaners,50,0
34,Private,HS-grad,Prof-specialty,37,0
48,Private,HS-grad,Craft-repair,40,0
24,Private,9th,Other-service,40,0
90,Local-gov,HS-grad,Craft-repair,40,0
33,Private,HS-grad,Adm-clerical,45,0
29,Private,HS-grad,Sales,40,0
54,Private,Masters,Exec-managerial,44,1
74,State-gov,Some-college,Sales,16,0
19,Private,HS-grad,Tech-support,55,0
45,Federal-gov,Assoc-voc,Adm-clerical,48,0
48,Private,Some-college,Sales,50,1
70,?,HS-grad,?,40,0
26,State-gov,Bachelors,Prof-specialty,38,0
50,Self-emp-inc,Bachelors,Prof-specialty,45,1
75,Self-emp-not-inc,Some-college,Craft-repair,40,0
35,Self-emp-not-inc,HS-grad,Craft-repair,50,0
42,Private,Assoc-voc,Prof-specialty,40,0
26,Private,HS-grad,Farming-fishing,40,0
71,Self-emp-not-inc,HS-grad,Farming-fishing,15,0
30,Private,Bachelors,Adm-clerical,40,1
56,Private,HS-grad,Transport-moving,44,1
18,Private,Some-college,Sales,20,0
40,Private,HS-grad,Craft-repair,40,0
47,Private,Some-college,Sales,60,0
35,Private,Bachelors,Adm-clerical,40,0
22,Private,Some-college,Sales,40,0
34,Self-emp-not-inc,Bachelors,Exec-managerial,35,0
26,Private,HS-grad,Machine-op-inspct,40,0
32,Federal-gov,HS-grad,Other-service,40,0
31,Private,Assoc-voc,Adm-clerical,30,0
34,Private,Some-college,Other-service,40,0
39,Self-emp-not-inc,9th,Craft-repair,40,0
38,Private,Bachelors,Exec-managerial,40,0
34,Private,Bachelors,Prof-specialty,36,0
26,Private,HS-grad,Adm-clerical,50,0
25,Private,Some-college,Exec-managerial,40,0
64,Federal-gov,Some-college,Exec-managerial,45,0
40,Private,Some-college,Machine-op-inspct,50,1
49,Self-emp-inc,HS-grad,Prof-specialty,60,0
